page,term,snippet
76,plasma,"ps:// doi.org/10.3189/2014AoG67A052 Bagenal F, Dols V (2020) The space environment of Io and Europa. J Geophys Res Space Phys 125:e2019JA027485. https://doi.org/10.1029/2019JA027485 Bagenal F, Wilson RJ, Siler S, Paterson WR, Kurth WS (2016) Survey of Galileo plasma observations in Jupiter’s plasma sheet. J Geophys Res, Planets 121:871–894. https://doi.org/10.1002/2016JE005009 Bagenal F, Dougherty L, Bodisch K, Richardson J, Belcher J (2017) Survey of V oyager plasma science ions at Jupiter: 1. Analysis method. J Geophys"
76,plasma,"52 Bagenal F, Dols V (2020) The space environment of Io and Europa. J Geophys Res Space Phys 125:e2019JA027485. https://doi.org/10.1029/2019JA027485 Bagenal F, Wilson RJ, Siler S, Paterson WR, Kurth WS (2016) Survey of Galileo plasma observations in Jupiter’s plasma sheet. J Geophys Res, Planets 121:871–894. https://doi.org/10.1002/2016JE005009 Bagenal F, Dougherty L, Bodisch K, Richardson J, Belcher J (2017) Survey of V oyager plasma science ions at Jupiter: 1. Analysis method. J Geophys Res Space Phys 122:8241–8256. ht"
76,plasma,"iler S, Paterson WR, Kurth WS (2016) Survey of Galileo plasma observations in Jupiter’s plasma sheet. J Geophys Res, Planets 121:871–894. https://doi.org/10.1002/2016JE005009 Bagenal F, Dougherty L, Bodisch K, Richardson J, Belcher J (2017) Survey of V oyager plasma science ions at Jupiter: 1. Analysis method. J Geophys Res Space Phys 122:8241–8256. https://doi.org/10.1002/ 2016JA023797 Bailey J, Evans S, Robin GdQ (1964) Radio echo sounding of polar ice sheets. Nature 204:420–421. https:// doi.org/10.1038/204420a0 Barr"
77,pulse,". Page77of91 51 Brown W Jr, Adams G, Eggleton R, Jackson P, Jordan R, Kobrick M, Peeples W, Phillips R, Porcello L, Schaber G (1974) Elevation proﬁles of the Moon. In: Proceedings of the Fifth Lunar Conference. vol 3, pp 3037–3048 Brown G (1977) The average impulse response of a rough surface and its applications. IEEE Trans Antennas Propag 25:67–74. https://doi.org/10.1109/TAP.1977.1141536 Brown DW (2021) The mission: a true story. Harper Collins, New York Brown M, Hand K (2013) Salts and radiation products on the surf"
77,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page77of91 51 Brown W Jr, Adams G, Eggleton R, Jackson P, Jordan R, Kobrick M, Peeples W, Phillips R, Porcello L, Schaber G (1974) Elevation proﬁles of the Moon. In: Proceedings of the Fifth Lunar Conference. vol 3, pp 3037–3048 Brown"
77,sounding,"story. Harper Collins, New York Brown M, Hand K (2013) Salts and radiation products on the surface of Europa. Astron J 145:110. https:// doi.org/10.1088/0004-6256/145/4/110 Bruzzone L, Alberti G, Catallo C, Ferro A, Kofman W, Orosei R (2011) Subsurface radar sounding of the Jovian moon Ganymede. Proc IEEE 99:837–857. https://doi.org/10.1109/JPROC.2011.2108990 Bruzzone L, Plaut JJ, Alberti G, Blankenship DD, Bovolo F, Campbell BA, Ferro A, Gim Y , Kofman W, Komatsu G, McKinnon W, Mitri G, Orosei R, Patterson GW, Plettemeie"
77,sounding,"yering of Mars polar deposits and signatures of ice content in nonpolar material from multiband SHARAD data processing. Geophys Res Lett 45:1759–1766. https:// doi.org/10.1002/2017GL075844 Campbell BA, Watters TR (2016) Phase compensation of MARSIS subsurface sounding data and estimation of ionospheric properties: new insights from SHARAD results. J Geophys Res, Planets 121:180–193. https://doi.org/10.1002/2015JE004917 Campbell BA, Putzig NE, Carter LM, Phillips RJ (2011) Autofocus correction of phase distortion effects on"
77,sounding,"ukum G, Schubert G, Burns JA, Thomas P, Veverka J (1998) Evidence for a subsurface ocean on Europa. Nature 391:363–365. https://doi.org/10.1038/34857 Carrer L, Schroeder DM, Romero-Wolf A, Ries P, Brurzone L (2018) Noise character constraints on passive radio sounding of Jupiter’s icy moons using Jovian decametric radiation. In: IGARSS 2018 - 2018 IEEE international geoscience and remote sensing symposium, pp 4158–4161. https://doi.org/10.1109/ IGARSS.2018.8517931 Carrer L, Schroeder DM, Romero-Wolf A, Ries PA, Bruzzone L"
77,sounding,"oscience and remote sensing symposium, pp 4158–4161. https://doi.org/10.1109/ IGARSS.2018.8517931 Carrer L, Schroeder DM, Romero-Wolf A, Ries PA, Bruzzone L (2021) Analysis of temporal and structural characteristics of Jovian radio emissions for passive radar sounding of Jupiter’s Icy Moons. IEEE Trans Geosci Remote Sens 59:3857–3874. https://doi.org/10.1109/TGRS.2020.3023249 Cartacci M, Amata E, Cicchetti A, Noschese R, Giuppi S, Langlais B, Frigeri A, Orosei R, Picardi G (2013) Mars ionosphere total electron content anal"
78,frequency,"acts, pp EGU–10554. https://doi.org/10.5194/egusphere-egu23-10554 Chan K, Grima C, Rutishauser A, Young DA, Culberg R, Blankenship DD (2023b) Spatial characterization of near-surface structure and meltwater runoff conditions across the Devon Ice Cap from dual-frequency radar reﬂectivity. Cryosphere 17:1839–1852. https://doi.org/10.5194/tc-17-1839-2023 Chivers CJ, Buffo JJ, Schmidt BE (2021) Thermal and chemical evolution of small, shallow water bodies in Europa’s Ice Shell. J Geophys Res, Planets 126:e2020JE006692. https://"
78,sounding,"of Whillans Ice Stream, West Antarctica, from ice-penetrating radar. J Geophys Res, Earth Surf 121:1954–1983. https://doi.org/10.1002/2015JF003806 Chu W, Schroeder DM, Siegfried MR (2018) Retrieval of englacial ﬁrn aquifer thickness from ice-penetrating radar sounding in southeastern Greenland. Geophys Res Lett 45:11,770–11,778.https://doi.org/10.1029/ 2018GL079751 Chu W, Hilger AM, Culberg R, Schroeder DM, Jordan TM, Seroussi H, Young DA, Blankenship DD, Vaughan DG (2021) Multisystem synthesis of radar sounding observatio"
78,sounding,"ting radar sounding in southeastern Greenland. Geophys Res Lett 45:11,770–11,778.https://doi.org/10.1029/ 2018GL079751 Chu W, Hilger AM, Culberg R, Schroeder DM, Jordan TM, Seroussi H, Young DA, Blankenship DD, Vaughan DG (2021) Multisystem synthesis of radar sounding observations of the Amundsen sea sector from the 2004–2005 ﬁeld season. J Geophys Res, Earth Surf 126:e2021JF006296. https://doi.org/10. 1029/2021JF006296 Chuah TS (1996) Design and development of a coherent radar depth sounder for measurement of Greenland ic"
78,measurement,"synthesis of radar sounding observations of the Amundsen sea sector from the 2004–2005 ﬁeld season. J Geophys Res, Earth Surf 126:e2021JF006296. https://doi.org/10. 1029/2021JF006296 Chuah TS (1996) Design and development of a coherent radar depth sounder for measurement of Greenland ice sheet thickness. RSL Technical Report 10470-5. University of Kansas Chyba CF (2000) Energy for microbial life on Europa. Nature 403:381–382. https://doi.org/10.1038/ 35000281 Chyba CF, Ostro SJ, Edwards BC (1998) Radar detectability of a subs"
79,frequency,"ombard AJ, Patterson GW, Lederer AP, Prockter LM (2013) Flanking fractures and the formation of double ridges on Europa. Icarus 223:74–81. https://doi.org/10.1016/j.icarus.2012.11.021 Dowell J, Taylor GB, Schinzel FK, Kassim NE, Stovall K (2017) The LW A1 low frequency sky survey. Mon Not R Astron Soc 469:4537–4550. https://doi.org/10.1093/mnras/stx1136 Drewry DJ (1983) Antarctica: glaciological and geophysical folio. University of Cambridge, Scott Polar Research Institute Eluszkiewicz J (2004) Dim prospects for radar detec"
79,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page79of91 51 Costello ES, Phillips CB, Lucey PG, Ghent RR (2021) Impact gardening on Europa and repercussions for possible biosignatures. Nat Astron 5:951–956. https://doi.org/10.1038/s41550-021-01393-1 Cox R, Bauer AW (2015) Impact b"
79,sounding,"2022) Double ridge formation over shallow water sills on Jupiter’s moon Europa. Nat Commun 13:2007. https://doi.org/10.1038/s41467-022-29458-3 Culha C, Schroeder DM, Jordan TM, Haynes MS (2020) Assessing the detectability of Europa’s eutectic zone using radar sounding. Icarus 339:113578. https://doi.org/10.1016/j.icarus.2019.113578 Cumming IG, Wong FH (2005) Digital processing of Synthetic Aperture Radar data. Artech House 1:108–110 Daubar IJ, Hayes AG, Collins GC et al (2024) Planned geological investigations of the Europ"
79,measurement,"4–236. https://doi. org/10.1016/j.icarus.2004.02.011 Engelhardt H, Determann J (1987) Borehole evidence for a thick layer of basal ice in the central Ronne Ice Shelf. Nature 327:318–319. https://doi.org/10.1038/327318a0 Evans S (1963) Radio techniques for the measurement of ice thickness. Polar Rec 11:406–410. https://doi. org/10.1017/S0032247400053523 Ewert H, Popov SV , Richter A, Schwabe J, Scheinert M, Dietrich R (2012) Precise analysis of ICESat al- timetry data and assessment of the hydrostatic equilibrium for subglacia"
80,sounding,"ath the Amery Ice Shelf. Geophys Res Lett 28:2241–2244. https://doi.org/10.1029/2000GL012461 Fujita S, Matsuoka T, Ishida T, Matsuoka K, Mae S (2000) A summary of the complex dielectric permittivity of ice in the megahertz range and its applications for radar sounding of polar ice sheets. Hokkaido University Press, pp 185–212 Fung AK, Li Z, Chen KS (1992) Backscattering from a randomly rough dielectric surface. IEEE Trans Geosci Remote Sens 30:356–369. https://doi.org/10.1109/36.134085 Gaidos EJ, Nimmo F (2000) Tectonics a"
80,sounding,", Witasse O (2022) Performances of the passive SAR imaging of Jupiter’s Icy Moons. IEEE Trans Geosci Remote Sens 60:1–13. https://doi.org/10.1109/TGRS.2022. 3172633 Gerekos C, Bruzzone L, Imai M (2020) A coherent method for simulating active and passive radar sounding of the Jovian Icy Moons. IEEE Trans Geosci Remote Sens 58:2250–2265. https://doi.org/10.1109/TGRS. 2019.2945079 Gerekos C, Steinbrügge G, Jebaraj IC, Casillas A, Donini E, Sánchez-Cano B, Lester M, Magdaleni´c J, Peters ST, Romero-Wolf AF, Blankenship DD (202"
80,sounding,"iley J, Kadel S (1999) Chaos on Europa. Icarus 141:263–286. https://doi.org/10.1006/icar.1999.6187 Grima C, Blankenship DD, Young DA, Schroeder DM (2014a) Surface slope control on ﬁrn den- sity at Thwaites Glacier, West Antarctica: results from airborne radar sounding. Geophys Res Lett 41:6787–6794. https://doi.org/10.1002/2014GL061635 Grima C, Schroeder DM, Blankenship DD, Young DA (2014b) Planetary landing-zone reconnaissance using ice-penetrating radar data: concept validation in Antarctica. Planet Space Sci 103:191–204"
81,frequency,"51 Grimm R, Stillman D (2019) On the electrical properties of meridianiite and implications for radar sounding of icy satellites. Earth Planet Sci Lett 520:34–39. https://doi.org/10.1016/j.epsl.2019.05.010 Grimm RE, Stillman DE, Dec SF, Bullock MA (2008) Low-frequency electrical properties of polycrystalline saline ice and salt hydrates. J Phys Chem B 112:15382–15390. https://doi.org/10.1021/jp8055366 Gross GW, Wong PM, Humes K (1977) Concentration dependent solute redistribution at the ice–water phase boundary. III. Spont"
81,interferometry,"In: Pappalardo RT, McKinnon WB, Khurana KK (eds) Europa. University of Arizona Press, Tucson, pp 589–630. https://doi.org/10.2307/j.ctt1xp3wdw.32 Haynes MS, Chapin E, Moussessian A, Madsen SN (2018a) Surface clutter discrimination analysis for radar sounding interferometry. IEEE Trans Aerosp Electron Syst 55:989–1003.https://doi.org/10.1109/TAES. 2018.2867689 Haynes MS, Chapin E, Schroeder DM (2018b) Geometric power fall-off in radar sounding. IEEE Trans Geosci Remote Sens 56:6571–6585. https://doi.org/10.1109/TGRS.2018.2840511"
81,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page81of91 51 Grimm R, Stillman D (2019) On the electrical properties of meridianiite and implications for radar sounding of icy satellites. Earth Planet Sci Lett 520:34–39. https://doi.org/10.1016/j.epsl.2019.05.010 Grimm RE, Stillman"
81,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page81of91 51 Grimm R, Stillman D (2019) On the electrical properties of meridianiite and implications for radar sounding of icy satellites. Earth Planet Sci Lett 520:34–39. https://doi.org/10.1016/j.epsl.2019.05.010 Grimm RE, Stillman DE, Dec SF, Bullock MA (2008) Low-frequency electrical properties of polycrystalline saline ice and salt hydrates. J Phys Chem B 112:15382–15390."
81,sounding,"ross GW, Wong PM, Humes K (1977) Concentration dependent solute redistribution at the ice–water phase boundary. III. Spontaneous convection. Chloride solutions. J Chem Phys 67:5264–5274.https://doi.org/ 10.1063/1.434704 Gudmandsen P (1969) Airborne radio echo sounding of the Greenland Ice Sheet. Geogr J 135:548–551. https://doi.org/10.2307/1795099 Gurnett DA, Kurth WS, Roux A, Bolton SJ, Thomsen EA, Groene JB (1998) Galileo plasma wave observa- tions near Europa. Geophys Res Lett 25:237–240. https://doi.org/10.1029/97GL037"
81,sounding,"n Europa. In: Pappalardo RT, McKinnon WB, Khurana KK (eds) Europa. University of Arizona Press, Tucson, pp 589–630. https://doi.org/10.2307/j.ctt1xp3wdw.32 Haynes MS, Chapin E, Moussessian A, Madsen SN (2018a) Surface clutter discrimination analysis for radar sounding interferometry. IEEE Trans Aerosp Electron Syst 55:989–1003.https://doi.org/10.1109/TAES. 2018.2867689 Haynes MS, Chapin E, Schroeder DM (2018b) Geometric power fall-off in radar sounding. IEEE Trans Geosci Remote Sens 56:6571–6585. https://doi.org/10.1109/TG"
